headword,pos,CEFR,vocab_id,label
match,verb,B1,VOC_match_B1,match
mate,noun,B2,VOC_mate_B2,mate
material,noun,A2,VOC_material_A2,material
math,noun,A1,VOC_mathmaths_A1,math/maths
mathematical,adjective,B2,VOC_mathematical_B2,mathematical
mathematician,noun,B1,VOC_mathematician_B1,mathematician
mathematics,noun,B1,VOC_mathematics_B1,mathematics
matter,noun,A1,VOC_matter_A1,matter
matter,verb,A2,VOC_matter_A2,matter
mature,adjective,B2,VOC_mature_B2,mature
mausoleum,noun,B2,VOC_mausoleum_B2,mausoleum
max,noun,A2,VOC_max_A2,max
maximum,adjective,B1,VOC_maximum_B1,maximum
maximum,noun,B1,VOC_maximum_B1,maximum
may,modal auxiliary,A1,VOC_may_A1,may
may,noun,A1,VOC_May_A1,May
maybe,adverb,A1,VOC_maybe_A1,maybe
mayor,noun,B1,VOC_mayor_B1,mayor
me,pronoun,A1,VOC_me_A1,me
meal,noun,A1,VOC_meal_A1,meal
mean,adjective,A2,VOC_mean_A2,mean
mean,noun,B2,VOC_mean_B2,mean
mean,verb,A1,VOC_mean_A1,mean
meaning,noun,A2,VOC_meaning_A2,meaning
meaningful,adjective,B1,VOC_meaningful_B1,meaningful
means,noun,B2,VOC_means_B2,means
meanwhile,adverb,B1,VOC_meanwhile_B1,meanwhile
measure,noun,B1,VOC_measure_B1,measure
measure,verb,B1,VOC_measure_B1,measure
measurement,noun,B1,VOC_measurement_B1,measurement
meat,noun,A1,VOC_meat_A1,meat
mechanic,noun,B1,VOC_mechanic_B1,mechanic
mechanical,adjective,B1,VOC_mechanical_B1,mechanical
mechanize,verb,B2,VOC_mechanizemechanise_B2,mechanize/mechanise
medal,noun,A2,VOC_medal_A2,medal
media,noun,B2,VOC_media_B2,media
medical,adjective,A2,VOC_medical_A2,medical
medication,noun,B2,VOC_medication_B2,medication
medicine,noun,A1,VOC_medicine_A1,medicine
medieval,adjective,B2,VOC_medievalmediaeval_B2,medieval/mediaeval
mediocre,adjective,B2,VOC_mediocre_B2,mediocre
meditate,verb,B1,VOC_meditate_B1,meditate
meditation,noun,B1,VOC_meditation_B1,meditation
mediterranean,noun,B1,VOC_Mediterranean_B1,Mediterranean
medium,adjective,B1,VOC_medium_B1,medium
medium,noun,B1,VOC_medium_B1,medium
meet,verb,A1,VOC_meet_A1,meet
meeting,noun,A1,VOC_meeting_A1,meeting
melody,noun,B2,VOC_melody_B2,melody
melon,noun,A2,VOC_melon_A2,melon
melt,verb,B1,VOC_melt_B1,melt
member,noun,A2,VOC_member_A2,member
membership,noun,B1,VOC_membership_B1,membership
memorable,adjective,B1,VOC_memorable_B1,memorable
memorial,noun,B2,VOC_memorial_B2,memorial
memorize,verb,B1,VOC_memorizememorise_B1,memorize/memorise
memory,noun,A1,VOC_memory_A1,memory
mend,verb,B1,VOC_mend_B1,mend
mental,adjective,B1,VOC_mental_B1,mental
mentally,adverb,B1,VOC_mentally_B1,mentally
mention,noun,A2,VOC_mention_A2,mention
mention,verb,B1,VOC_mention_B1,mention
mentor,noun,B2,VOC_mentor_B2,mentor
menu,noun,A2,VOC_menu_A2,menu
merchandise,noun,B2,VOC_merchandise_B2,merchandise
merchant,noun,B1,VOC_merchant_B1,merchant
mercy,noun,B2,VOC_mercy_B2,mercy
mere,adjective,B1,VOC_mere_B1,mere
merely,adverb,B1,VOC_merely_B1,merely
merge,verb,B2,VOC_merge_B2,merge
merger,noun,B2,VOC_merger_B2,merger
merry,adjective,A1,VOC_merry_A1,merry
mess,noun,B1,VOC_mess_B1,mess
mess,verb,B2,VOC_mess_B2,mess
message,noun,A1,VOC_message_A1,message
message board,noun,B1,VOC_messageboard_B1,message board
messenger,noun,B2,VOC_messenger_B2,messenger
messy,adjective,B1,VOC_messy_B1,messy
metal,noun,A2,VOC_metal_A2,metal
metaphor,noun,B2,VOC_metaphor_B2,metaphor
meter,noun,A2,VOC_metermetre_A2,meter/metre
method,noun,A2,VOC_method_A2,method
metric,adjective,B2,VOC_metric_B2,metric
micro,noun,B2,VOC_micro_B2,micro
microbe,noun,B2,VOC_microbe_B2,microbe
microcomputer,noun,B2,VOC_microcomputer_B2,microcomputer
micrometer,noun,B2,VOC_micrometermicrometre_B2,micrometer/micrometre
microorganism,noun,B2,VOC_microorganism_B2,microorganism
microphone,noun,B2,VOC_microphone_B2,microphone
microscope,noun,B2,VOC_microscope_B2,microscope
microscopic,adjective,B2,VOC_microscopic_B2,microscopic
microscopy,noun,B2,VOC_microscopy_B2,microscopy
microwave,noun,B2,VOC_microwave_B2,microwave
midday,noun,A2,VOC_midday_A2,midday
middle,adjective,A1,VOC_middle_A1,middle
middle,noun,A2,VOC_middle_A2,middle
middleaged,adjective,B1,VOC_middleaged_B1,middle-aged
midnight,noun,A2,VOC_midnight_A2,midnight
midst,noun,B2,VOC_midst_B2,midst
might,modal auxiliary,A2,VOC_might_A2,might
mighty,adjective,B2,VOC_mighty_B2,mighty
migration,noun,B2,VOC_migration_B2,migration
mild,adjective,B1,VOC_mild_B1,mild
mile,noun,B1,VOC_mile_B1,mile
military,adjective,A2,VOC_military_A2,military
milk,noun,A1,VOC_milk_A1,milk
mill,noun,B2,VOC_mill_B2,mill
millimeter,noun,B2,VOC_millimetermillimetre_B2,millimeter/millimetre
million,number,A2,VOC_million_A2,million
millionaire,noun,B2,VOC_millionaire_B2,millionaire
mimic,noun,B2,VOC_mimic_B2,mimic
mind,noun,A1,VOC_mind_A1,mind
mind,verb,A2,VOC_mind_A2,mind
mine,noun,B2,VOC_mine_B2,mine
mine,pronoun,A1,VOC_mine_A1,mine
mineral,noun,B1,VOC_mineral_B1,mineral
mineral water,noun,A2,VOC_mineralwater_A2,mineral water
miniature,adjective,B2,VOC_miniature_B2,miniature
minimize,verb,B1,VOC_minimizeminimise_B1,minimize/minimise
minimum,adjective,B1,VOC_minimum_B1,minimum
minimum,noun,B1,VOC_minimum_B1,minimum
minister,noun,B2,VOC_minister_B2,minister
minor,adjective,B1,VOC_minor_B1,minor
minority,noun,B1,VOC_minority_B1,minority
mint,noun,B2,VOC_mint_B2,mint
minus,preposition,B1,VOC_minus_B1,minus
minute,noun,A1,VOC_minute_A1,minute
miracle,noun,B1,VOC_miracle_B1,miracle
mirror,noun,A2,VOC_mirror_A2,mirror
mischief,noun,B1,VOC_mischief_B1,mischief
misconception,noun,B2,VOC_misconception_B2,misconception
miserable,adjective,B1,VOC_miserable_B1,miserable
misery,noun,B1,VOC_misery_B1,misery
misfortune,noun,B2,VOC_misfortune_B2,misfortune
mislead,verb,B1,VOC_mislead_B1,mislead
misleading,adjective,B2,VOC_misleading_B2,misleading
miss,noun,A1,VOC_Miss_A1,Miss
miss,verb,A1,VOC_miss_A1,miss
missile,noun,B2,VOC_missile_B2,missile
missing,adjective,A2,VOC_missing_A2,missing
mission,noun,B1,VOC_mission_B1,mission
mist,noun,B2,VOC_mist_B2,mist
mistake,noun,A2,VOC_mistake_A2,mistake
mistreat,verb,B2,VOC_mistreat_B2,mistreat
mistrustful,adjective,B2,VOC_mistrustful_B2,mistrustful
misty,adjective,B1,VOC_misty_B1,misty
misunderstand,verb,B2,VOC_misunderstand_B2,misunderstand
misunderstanding,noun,B1,VOC_misunderstanding_B1,misunderstanding
mix,noun,B2,VOC_mix_B2,mix
mix,verb,A2,VOC_mix_A2,mix
mixing bowl,noun,B1,VOC_mixingbowl_B1,mixing bowl
mixture,noun,B2,VOC_mixture_B2,mixture
mobile,adjective,A2,VOC_mobile_A2,mobile
mobile,noun,A1,VOC_mobile_A1,mobile
mobile phone,noun,A1,VOC_mobilephone_A1,mobile phone
mobility,noun,B2,VOC_mobility_B2,mobility
mock,adjective,B2,VOC_mock_B2,mock
modal verb,noun,B1,VOC_modalverbmodal_B1,modal verb/modal
model,adjective,B1,VOC_model_B1,model
model,noun,A2,VOC_model_A2,model
model,verb,B1,VOC_model_B1,model
modem,noun,B1,VOC_modem_B1,modem
moderate,adjective,B1,VOC_moderate_B1,moderate
modern,adjective,A2,VOC_modern_A2,modern
modernization,noun,B2,VOC_modernizationmoderni_B2,modernization/modernisation
modernize,verb,B2,VOC_modernizemodernise_B2,modernize/modernise
modest,adjective,B2,VOC_modest_B2,modest
modification,noun,B2,VOC_modification_B2,modification
modify,verb,B1,VOC_modify_B1,modify
mogul,noun,B2,VOC_mogul_B2,mogul
moisture,noun,B1,VOC_moisture_B1,moisture
mold,noun,B2,VOC_moldmould_B2,mold/mould
molecule,noun,B1,VOC_molecule_B1,molecule
mom,noun,A1,VOC_mom_A1,mom
moment,noun,A1,VOC_moment_A1,moment
momentarily,adverb,B2,VOC_momentarily_B2,momentarily
momentary,adjective,B2,VOC_momentary_B2,momentary
mommy,noun,A1,VOC_mommymommie_A1,mommy/mommie
monastery,noun,B2,VOC_monastery_B2,monastery
monday,noun,A1,VOC_Monday_A1,Monday
money,noun,A1,VOC_money_A1,money
monitor,noun,B1,VOC_monitor_B1,monitor
monitor,verb,B1,VOC_monitor_B1,monitor
monk,noun,B1,VOC_monk_B1,monk
monkey,noun,A1,VOC_monkey_A1,monkey
monster,noun,B1,VOC_monster_B1,monster
month,noun,A1,VOC_month_A1,month
monthly,adjective,B1,VOC_monthly_B1,monthly
monthly,adverb,B1,VOC_monthly_B1,monthly
monument,noun,B1,VOC_monument_B1,monument
mood,noun,A2,VOC_mood_A2,mood
moody,adjective,B2,VOC_moody_B2,moody
moon,noun,A1,VOC_moon_A1,moon
moonlight,noun,B2,VOC_moonlight_B2,moonlight
moonscape,noun,B2,VOC_moonscape_B2,moonscape
moral,adjective,B2,VOC_moral_B2,moral
moral,noun,B1,VOC_moral_B1,moral
morality,noun,B2,VOC_morality_B2,morality
morally,adverb,B2,VOC_morally_B2,morally
more,adverb,B1,VOC_more_B1,more
more,determiner,A1,VOC_more_A1,more
more,pronoun,A1,VOC_more_A1,more
moreover,adverb,B1,VOC_moreover_B1,moreover
morning,noun,A1,VOC_morning_A1,morning
mortal,adjective,B2,VOC_mortal_B2,mortal
mortar,noun,B2,VOC_mortar_B2,mortar
mortgage,noun,B2,VOC_mortgage_B2,mortgage
mortify,verb,B2,VOC_mortify_B2,mortify
mosque,noun,A2,VOC_mosque_A2,mosque
mosquito,noun,B1,VOC_mosquito_B1,mosquito
moss,noun,B1,VOC_moss_B1,moss
most,adverb,A2,VOC_most_A2,most
most,determiner,A1,VOC_most_A1,most
most,pronoun,A2,VOC_most_A2,most
mostly,adverb,A2,VOC_mostly_A2,mostly
mother,noun,A1,VOC_mother_A1,mother
motherinlaw,noun,B2,VOC_motherinlaw_B2,mother-in-law
motherland,noun,B1,VOC_motherland_B1,motherland
motion,noun,B2,VOC_motion_B2,motion
motionless,adjective,B1,VOC_motionless_B1,motionless
motivate,verb,B1,VOC_motivate_B1,motivate
motivated,adjective,B2,VOC_motivated_B2,motivated
motivation,noun,B1,VOC_motivation_B1,motivation
motive,noun,B1,VOC_motive_B1,motive
motor,noun,B1,VOC_motor_B1,motor
motorbike,noun,B2,VOC_motorbike_B2,motorbike
motorcycle,noun,B1,VOC_motorcycle_B1,motorcycle
motorist,noun,B2,VOC_motorist_B2,motorist
motorway,noun,A2,VOC_motorway_A2,motorway
motto,noun,B1,VOC_motto_B1,motto
mount,noun,B1,VOC_mount_B1,mount
mount,verb,B2,VOC_mount_B2,mount
mountain,noun,A1,VOC_mountain_A1,mountain
mountaintop,noun,B1,VOC_mountaintop_B1,mountaintop
mourn,verb,B1,VOC_mourn_B1,mourn
mournful,adjective,B2,VOC_mournful_B2,mournful
mouse,noun,A1,VOC_mouse_A1,mouse
mouth,noun,A1,VOC_mouth_A1,mouth
move,noun,A1,VOC_move_A1,move
move,verb,A2,VOC_move_A2,move
movement,noun,B1,VOC_movement_B1,movement
mover,noun,B2,VOC_mover_B2,mover
movie,noun,A1,VOC_movie_A1,movie
moving,adjective,B2,VOC_moving_B2,moving
mp3 player,noun,A2,VOC_MP3player_A2,MP3 player
mr,noun,A1,VOC_MrMr_A1,Mr./Mr
mrs,noun,A1,VOC_MrsMrs_A1,Mrs./Mrs
ms,noun,A2,VOC_MsMs_A2,Ms./Ms
much,adverb,A1,VOC_much_A1,much
much,determiner,A1,VOC_much_A1,much
much,pronoun,A1,VOC_much_A1,much
mud,noun,B1,VOC_mud_B1,mud
muddy,adjective,B2,VOC_muddy_B2,muddy
mug,noun,A2,VOC_mug_A2,mug
mule,noun,B1,VOC_mule_B1,mule
multiple,adjective,B2,VOC_multiple_B2,multiple
multiply,verb,B2,VOC_multiply_B2,multiply
mum,noun,A1,VOC_mum_A1,mum
mumble,noun,B2,VOC_mumble_B2,mumble
mumble,verb,B2,VOC_mumble_B2,mumble
murder,noun,A2,VOC_murder_A2,murder
murder,verb,B1,VOC_murder_B1,murder
murderer,noun,B1,VOC_murderer_B1,murderer
murmur,noun,B2,VOC_murmur_B2,murmur
muscle,noun,B1,VOC_muscle_B1,muscle
muse,verb,B2,VOC_muse_B2,muse
museum,noun,A2,VOC_museum_A2,museum
mushroom,noun,A2,VOC_mushroom_A2,mushroom
music,noun,A1,VOC_music_A1,music
musical,adjective,A2,VOC_musical_A2,musical
musical,noun,B2,VOC_musical_B2,musical
musician,noun,A1,VOC_musician_A1,musician
must,modal auxiliary,A1,VOC_must_A1,must
mustache,noun,B2,VOC_mustachemoustache_B2,mustache/moustache
mustard,noun,B1,VOC_mustard_B1,mustard
mutability,noun,B2,VOC_mutability_B2,mutability
mutable,adjective,B2,VOC_mutable_B2,mutable
mutter,noun,B2,VOC_mutter_B2,mutter
mutter,verb,B2,VOC_mutter_B2,mutter
mutton,noun,B2,VOC_mutton_B2,mutton
mutual,adjective,B1,VOC_mutual_B1,mutual
my,determiner,A1,VOC_my_A1,my
myself,pronoun,A2,VOC_myself_A2,myself
mysterious,adjective,A2,VOC_mysterious_A2,mysterious
mystery,noun,A2,VOC_mystery_A2,mystery
mystify,verb,B2,VOC_mystify_B2,mystify
myth,noun,B1,VOC_myth_B1,myth
nail,noun,B1,VOC_nail_B1,nail
naked,adjective,B1,VOC_naked_B1,naked
name,noun,A1,VOC_name_A1,name
name,verb,B1,VOC_name_B1,name
nano,noun,B2,VOC_nano_B2,nano
nap,noun,B1,VOC_nap_B1,nap
napkin,noun,A2,VOC_napkin_A2,napkin
narcissistic,adjective,B2,VOC_narcissistic_B2,narcissistic
narrate,verb,B1,VOC_narrate_B1,narrate
narrative,adjective,B1,VOC_narrative_B1,narrative
narrator,noun,B2,VOC_narrator_B2,narrator
narrow,adjective,B1,VOC_narrow_B1,narrow
narrowly,adverb,B2,VOC_narrowly_B2,narrowly
nasty,adjective,B1,VOC_nasty_B1,nasty
nation,noun,A2,VOC_nation_A2,nation
national,adjective,A2,VOC_national_A2,national
nationalist,noun,B1,VOC_nationalist_B1,nationalist
nationality,noun,A1,VOC_nationality_A1,nationality
nationwide,adjective,B2,VOC_nationwide_B2,nationwide
nationwide,adverb,B2,VOC_nationwide_B2,nationwide
native,adjective,A2,VOC_native_A2,native
native speaker,noun,B2,VOC_nativespeaker_B2,native speaker
natural,adjective,A2,VOC_natural_A2,natural
naturally,adverb,B1,VOC_naturally_B1,naturally
nature,noun,A2,VOC_nature_A2,nature
naughty,adjective,B2,VOC_naughty_B2,naughty
naval,adjective,B2,VOC_naval_B2,naval
navigate,verb,B2,VOC_navigate_B2,navigate
navigation,noun,B2,VOC_navigation_B2,navigation
navy,noun,B2,VOC_navy_B2,navy
navy blue,adjective,B1,VOC_navyblue_B1,navy blue
near,adjective,B1,VOC_near_B1,near
near,adverb,B1,VOC_near_B1,near
near,preposition,A1,VOC_near_A1,near
nearby,adjective,B1,VOC_nearby_B1,nearby
nearby,adverb,B1,VOC_nearby_B1,nearby
nearly,adverb,A2,VOC_nearly_A2,nearly
neat,adjective,B2,VOC_neat_B2,neat
necessarily,adverb,B2,VOC_necessarily_B2,necessarily
necessary,adjective,A2,VOC_necessary_A2,necessary
necessity,noun,B2,VOC_necessity_B2,necessity
neck,noun,A1,VOC_neck_A1,neck
necklace,noun,B1,VOC_necklace_B1,necklace
nectar,noun,B1,VOC_nectar_B1,nectar
need,modal auxiliary,A1,VOC_need_A1,need
need,noun,B2,VOC_need_B2,need
need,verb,A2,VOC_need_A2,need
needle,noun,B1,VOC_needle_B1,needle
needless,adjective,B2,VOC_needless_B2,needless
needy,adjective,B2,VOC_needy_B2,needy
negative,adjective,A2,VOC_negative_A2,negative
negatively,adverb,B2,VOC_negatively_B2,negatively
neglect,noun,B2,VOC_neglect_B2,neglect
negotiate,verb,B1,VOC_negotiate_B1,negotiate
negotiation,noun,B1,VOC_negotiation_B1,negotiation
neighbor,noun,A1,VOC_neighborneighbour_A1,neighbor/neighbour
neighborhood,noun,B1,VOC_neighborhoodneighbou_B1,neighborhood/neighbourhood
neighboring,adjective,B2,VOC_neighboringneighbour_B2,neighboring/neighbouring
neither,adverb,B2,VOC_neither_B2,neither
neither,conjunction,B2,VOC_neither_B2,neither
neither,determiner,B2,VOC_neither_B2,neither
neither,pronoun,B2,VOC_neither_B2,neither
nephew,noun,B1,VOC_nephew_B1,nephew
nerve,noun,B2,VOC_nerve_B2,nerve
nerves,noun,B2,VOC_nerves_B2,nerves
nervous,adjective,A2,VOC_nervous_A2,nervous
nervously,adverb,B2,VOC_nervously_B2,nervously
nervousness,noun,B1,VOC_nervousness_B1,nervousness
ness,noun,B1,VOC_ness_B1,ness
net,adjective,A2,VOC_net_A2,net
net,noun,B1,VOC_net_B1,net
netsurfer,noun,B2,VOC_netsurfernetsurfer_B2,netsurfer/net surfer
network,noun,B1,VOC_network_B1,network
neurosis,noun,B2,VOC_neurosis_B2,neurosis
neutral,adjective,B1,VOC_neutral_B1,neutral
never,adverb,A1,VOC_never_A1,never
nevertheless,adverb,B1,VOC_nevertheless_B1,nevertheless
new,adjective,A1,VOC_new_A1,new
newborn,adjective,B1,VOC_newborn_B1,newborn
newcomer,noun,B1,VOC_newcomer_B1,newcomer
newly,adverb,B1,VOC_newly_B1,newly
news,noun,A1,VOC_news_A1,news
newscaster,noun,B2,VOC_newscaster_B2,newscaster
newspaper,noun,A1,VOC_newspaper_A1,newspaper
newsworthy,adjective,B2,VOC_newsworthy_B2,newsworthy
next,adverb,A2,VOC_next_A2,next
next,determiner,A2,VOC_next_A2,next
next,pronoun,B2,VOC_next_B2,next
next door,adverb,B1,VOC_nextdoor_B1,next door
next to,preposition,A2,VOC_nextto_A2,next to
nextdoor,adjective,B1,VOC_nextdoor_B1,next-door
nice,adjective,A1,VOC_nice_A1,nice
nicely,adverb,B2,VOC_nicely_B2,nicely
nickname,noun,B1,VOC_nickname_B1,nickname
niece,noun,B1,VOC_niece_B1,niece
night,noun,A1,VOC_night_A1,night
nightclub,noun,B2,VOC_nightclub_B2,nightclub
nightlife,noun,B1,VOC_nightlife_B1,nightlife
nightmare,noun,B2,VOC_nightmare_B2,nightmare
nine,number,A1,VOC_nine_A1,nine
nineteen,number,A1,VOC_nineteen_A1,nineteen
ninety,number,A1,VOC_ninety_A1,ninety
no,adverb,A1,VOC_no_A1,no
no,determiner,A1,VOC_no_A1,no
no one,pronoun,A2,VOC_noone_A2,no one
nobility,noun,B2,VOC_nobility_B2,nobility
noble,adjective,B2,VOC_noble_B2,noble
nobleman,noun,B2,VOC_nobleman_B2,nobleman
nobody,pronoun,A2,VOC_nobody_A2,nobody
nod,noun,B1,VOC_nod_B1,nod
nod,verb,B2,VOC_nod_B2,nod
noise,noun,A1,VOC_noise_A1,noise
noisily,adverb,B1,VOC_noisily_B1,noisily
noisy,adjective,A2,VOC_noisy_A2,noisy
nomad,noun,B2,VOC_nomad_B2,nomad
nomination,noun,B2,VOC_nomination_B2,nomination
nominee,noun,B2,VOC_nominee_B2,nominee
none,pronoun,B1,VOC_none_B1,none
nonetheless,adverb,B1,VOC_nonetheless_B1,nonetheless
nonprofessional,adjective,B2,VOC_nonprofessional_B2,nonprofessional
nonsense,noun,B1,VOC_nonsense_B1,nonsense
nonsmoking,adjective,B2,VOC_nonsmoking_B2,non-smoking
noon,noun,A2,VOC_noon_A2,noon
nor,conjunction,B1,VOC_nor_B1,nor
normal,adjective,A2,VOC_normal_A2,normal
normally,adverb,B1,VOC_normally_B1,normally
north,adjective,A2,VOC_north_A2,north
north,adverb,A2,VOC_north_A2,north
north,noun,A2,VOC_north_A2,north
northeast,adjective,B1,VOC_northeast_B1,northeast
northeast,noun,B1,VOC_northeast_B1,northeast
northeastern,adjective,B1,VOC_northeastern_B1,northeastern
northern,adjective,B1,VOC_northern_B1,northern
northward,adverb,B2,VOC_northward_B2,northward
northwest,adjective,B1,VOC_northwest_B1,northwest
northwest,noun,B1,VOC_northwest_B1,northwest
northwestern,adjective,B1,VOC_northwestern_B1,northwestern
nose,noun,A1,VOC_nose_A1,nose
nostril,noun,B2,VOC_nostril_B2,nostril
not,adverb,A1,VOC_not_A1,not
note,noun,A1,VOC_note_A1,note
note,verb,A1,VOC_note_A1,note
notebook,noun,A1,VOC_notebook_A1,notebook
nothing,pronoun,A1,VOC_nothing_A1,nothing
notice,noun,A2,VOC_notice_A2,notice
notice,verb,B1,VOC_notice_B1,notice
noticeable,adjective,B1,VOC_noticeable_B1,noticeable
noticeboard,noun,B1,VOC_noticeboard_B1,noticeboard
notion,noun,B1,VOC_notion_B1,notion
notorious,adjective,B1,VOC_notorious_B1,notorious
nought,noun,B2,VOC_nought_B2,nought
noun,noun,A2,VOC_noun_A2,noun
nourish,verb,B2,VOC_nourish_B2,nourish
nourishment,noun,B2,VOC_nourishment_B2,nourishment
novel,noun,A2,VOC_novel_A2,novel
novelist,noun,B1,VOC_novelist_B1,novelist
novelty,noun,B2,VOC_novelty_B2,novelty
november,noun,A1,VOC_November_A1,November
now,adverb,A1,VOC_now_A1,now
now,conjunction,B2,VOC_now_B2,now
nowadays,adverb,A2,VOC_nowadays_A2,nowadays
nowhere,adverb,B1,VOC_nowhere_B1,nowhere
nuclear,adjective,B1,VOC_nuclear_B1,nuclear
nucleus,noun,B1,VOC_nucleus_B1,nucleus
nuisance,noun,B2,VOC_nuisance_B2,nuisance
number,noun,A1,VOC_number_A1,number
numerical,adjective,B2,VOC_numerical_B2,numerical
numerous,adjective,B1,VOC_numerous_B1,numerous
nurse,noun,A1,VOC_nurse_A1,nurse
nurse,verb,B1,VOC_nurse_B1,nurse
nursery,noun,B2,VOC_nursery_B2,nursery
nut,noun,B2,VOC_nut_B2,nut
nutrient,noun,B1,VOC_nutrient_B1,nutrient
nutrition,noun,B1,VOC_nutrition_B1,nutrition
nutritious,adjective,B1,VOC_nutritious_B1,nutritious
nutshell,noun,B2,VOC_nutshell_B2,nutshell
oak,noun,A2,VOC_oak_A2,oak
oath,noun,B2,VOC_oath_B2,oath
obedience,noun,B2,VOC_obedience_B2,obedience
obedient,adjective,B2,VOC_obedient_B2,obedient
obey,verb,B2,VOC_obey_B2,obey
obituary,noun,B2,VOC_obituary_B2,obituary
object,noun,B1,VOC_object_B1,object
object,verb,B2,VOC_object_B2,object
objection,noun,B1,VOC_objection_B1,objection
objective,adjective,B2,VOC_objective_B2,objective
objective,noun,B1,VOC_objective_B1,objective
obligation,noun,B2,VOC_obligation_B2,obligation
observation,noun,B1,VOC_observation_B1,observation
observe,verb,B1,VOC_observe_B1,observe
observer,noun,B2,VOC_observer_B2,observer
obsess,verb,B2,VOC_obsess_B2,obsess
obsession,noun,B2,VOC_obsession_B2,obsession
obsessive,adjective,B2,VOC_obsessive_B2,obsessive
obstacle,noun,B1,VOC_obstacle_B1,obstacle
obtain,verb,B1,VOC_obtain_B1,obtain
obvious,adjective,B1,VOC_obvious_B1,obvious
obviously,adverb,B1,VOC_obviously_B1,obviously
occasion,noun,B1,VOC_occasion_B1,occasion
occasion,verb,B1,VOC_occasion_B1,occasion
occasional,adjective,B1,VOC_occasional_B1,occasional
occasionally,adverb,B1,VOC_occasionally_B1,occasionally
occupation,noun,A2,VOC_occupation_A2,occupation
occupy,verb,B1,VOC_occupy_B1,occupy
occur,verb,B1,VOC_occur_B1,occur
ocean,noun,B1,VOC_ocean_B1,ocean
oclock,adverb,A1,VOC_oclock_A1,o'clock
october,noun,A1,VOC_October_A1,October
odd,adjective,B2,VOC_odd_B2,odd
of,preposition,A1,VOC_of_A1,of
off,adjective,A1,VOC_off_A1,off
off,adverb,A2,VOC_off_A2,off
off,preposition,B1,VOC_off_B1,off
offend,verb,B2,VOC_offend_B2,offend
offender,noun,B2,VOC_offender_B2,offender
offense,noun,B2,VOC_offenseoffence_B2,offense/offence
offensive,adjective,B1,VOC_offensive_B1,offensive
offer,noun,A2,VOC_offer_A2,offer
offer,verb,A2,VOC_offer_A2,offer
offhand,adverb,B2,VOC_offhand_B2,offhand
office,noun,A1,VOC_office_A1,office
officer,noun,A1,VOC_officer_A1,officer
official,adjective,A2,VOC_official_A2,official
official,noun,B2,VOC_official_B2,official
officially,adverb,B1,VOC_officially_B1,officially
offshore,adjective,B2,VOC_offshore_B2,offshore
often,adverb,A1,VOC_often_A1,often
oil,noun,A2,VOC_oil_A2,oil
oily,adjective,B1,VOC_oily_B1,oily
ointment,noun,B2,VOC_ointment_B2,ointment
ok,adjective,A1,VOC_OKokay_A1,OK/okay
ok,adverb,A1,VOC_OKokay_A1,OK/okay
old,adjective,A1,VOC_old_A1,old
oldfashioned,adjective,B1,VOC_oldfashioned_B1,old-fashioned
olive,noun,B2,VOC_olive_B2,olive
olive oil,noun,A2,VOC_oliveoil_A2,olive oil
olympia,noun,B2,VOC_Olympia_B2,Olympia
olympiad,noun,B2,VOC_Olympiad_B2,Olympiad
olympic,adjective,A2,VOC_Olympic_A2,Olympic
olympics,noun,A1,VOC_Olympics_A1,Olympics
omelet,noun,A2,VOC_omeletomelette_A2,omelet/omelette
on,adverb,A2,VOC_on_A2,on
on,preposition,A1,VOC_on_A1,on
once,adverb,A1,VOC_once_A1,once
once,conjunction,B2,VOC_once_B2,once
one,determiner,A1,VOC_one_A1,one
one,number,A1,VOC_one_A1,one
one,pronoun,A2,VOC_one_A2,one
oneself,pronoun,B1,VOC_oneself_B1,oneself
onion,noun,A2,VOC_onion_A2,onion
online,adjective,A2,VOC_online_A2,online
online,adverb,A2,VOC_online_A2,online
only,adjective,A1,VOC_only_A1,only
only,adverb,A1,VOC_only_A1,only
onstage,adjective,B1,VOC_onstage_B1,onstage
onto,preposition,B1,VOC_ontoonto_B1,onto/on to
open,adjective,A1,VOC_open_A1,open
open,verb,A1,VOC_open_A1,open
opening,noun,B1,VOC_opening_B1,opening
openly,adverb,B2,VOC_openly_B2,openly
opera,noun,A1,VOC_opera_A1,opera
operate,verb,A2,VOC_operate_A2,operate
operation,noun,B1,VOC_operation_B1,operation
operator,noun,B2,VOC_operator_B2,operator
opinion,noun,A2,VOC_opinion_A2,opinion
opponent,noun,B2,VOC_opponent_B2,opponent
opportunity,noun,A2,VOC_opportunity_A2,opportunity
oppose,verb,A2,VOC_oppose_A2,oppose
opposite,adjective,A2,VOC_opposite_A2,opposite
opposite,adverb,B1,VOC_opposite_B1,opposite
opposite,noun,B1,VOC_opposite_B1,opposite
opposite,preposition,A2,VOC_opposite_A2,opposite
opposition,noun,B1,VOC_opposition_B1,opposition
oppress,verb,B1,VOC_oppress_B1,oppress
oppression,noun,B1,VOC_oppression_B1,oppression
optimism,noun,B2,VOC_optimism_B2,optimism
optimist,noun,B2,VOC_optimist_B2,optimist
optimistic,adjective,B2,VOC_optimistic_B2,optimistic
option,noun,B1,VOC_option_B1,option
optional,adjective,B2,VOC_optional_B2,optional
or,conjunction,A1,VOC_or_A1,or
oral,adjective,B2,VOC_oral_B2,oral
oral,noun,B1,VOC_oral_B1,oral
orange,adjective,A1,VOC_orange_A1,orange
orange,noun,A1,VOC_orange_A1,orange
